"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","ID"
0.307,0.647,5,-9.865,1,0.0478,0.216,0,0.406,0.4,104.737,931200,4,40.79129,40,"No",26348
0.317,0.599,9,-8.434,1,0.0321,1.9e-05,0.897,0.122,0.113,124.492,287573,4,37.83947,15,"No",26349
0.267,0.106,0,-17.701,0,0.0343,0.906,2.92e-05,0.0919,0.124,67.044,147240,3,44.24289,8,"No",26350
0.255,0.477,9,-5.853,1,0.042,0.545,0,0.255,0.662,176.66,161693,3,40.85967,10,"No",26351
0.686,0.269,9,-13.063,1,0.496,0.813,0,0.775,0.482,114.447,201676,4,106.36141,7,"No",26352
0.792,0.444,7,-11.995,0,0.046,0.251,2.9e-06,0.0672,0.926,121.869,253000,4,19.40246,15,"No",26353
0.567,0.383,2,-11.82,1,0.0279,0.407,0.000361,0.0921,0.456,133.056,233173,4,25.82773,11,"No",26354
0.241,0.051,0,-26.901,0,0.0426,0.74,0.431,0.185,0.101,100.436,113787,3,34.52634,6,"No",26355
0.653,0.559,0,-10.644,0,0.287,0.115,0.000108,0.335,0.465,79.309,196733,4,37.74583,10,"No",26356
0.534,0.715,7,-9.988,1,0.0335,0.125,0.109,0.0761,0.763,93.307,240627,4,21.11481,13,"Yes",26357
0.602,0.475,9,-10.857,1,0.0372,0.186,3.2e-06,0.0677,0.711,97.893,224600,4,43.40754,10,"Yes",26358
0.556,0.347,9,-12.39,1,0.0301,0.907,0.011,0.178,0.861,150.708,154200,4,28.74313,9,"No",26359
0.752,0.234,1,-11.589,1,0.0435,0.798,0.00196,0.0648,0.626,96.329,200427,4,46.9083,11,"No",26360
0.332,0.516,0,-10.804,1,0.033,0.547,0,0.111,0.829,186.076,206973,4,30.55242,13,"Yes",26361
0.453,0.221,2,-13.192,1,0.045,0.794,0,0.102,0.459,82.199,232533,4,34.3954,11,"Yes",26362
0.529,0.968,9,-5.198,1,0.0503,0.00506,0.00034,0.201,0.751,150.326,302627,4,49.76714,13,"Yes",26363
0.246,0.988,6,-6.738,1,0.245,0.0266,0,0.384,0.133,186.121,221200,4,22.82447,8,"No",26364
0.265,0.249,4,-14.7,0,0.0339,0.921,7.57e-06,0.924,0.192,88.591,236107,4,62.60373,12,"No",26365
0.636,0.645,2,-10.341,1,0.0284,0.211,0.000157,0.0392,0.835,125.487,196827,4,25.19489,12,"Yes",26366
0.473,0.173,0,-15.041,0,0.059,0.638,0.00374,0.121,0.369,117.667,734533,4,80.53518,27,"No",26367
0.622,0.584,2,-11.737,1,0.0363,0.0141,0.0639,0.272,0.672,127.222,182027,4,30.94724,11,"Yes",26368
0.288,0.724,5,-6.173,1,0.121,0.0195,0.00109,0.164,0.788,135.894,189960,4,22.38888,9,"No",26369
0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,4,45.63362,11,"Yes",26370
0.794,0.794,7,-5.775,1,0.0697,0.044,0,0.131,0.424,126.676,254453,4,33.18859,11,"No",26371
0.604,0.446,0,-12.069,1,0.135,0.115,0.00686,0.205,0.954,78.924,197667,4,22.03738,10,"No",26372
0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453,215293,3,27.53829,11,"Yes",26373
0.563,0.407,0,-13.852,1,0.0358,0.432,0,0.104,0.531,108.701,245635,4,29.11917,13,"Yes",26374
0.404,0.569,9,-8.791,1,0.0502,0.165,0.000675,0.104,0.285,155.068,225853,4,68.52485,9,"Yes",26375
0.755,0.623,4,-8.281,0,0.041,0.127,0,0.307,0.818,109.653,203200,4,26.19539,11,"Yes",26376
0.159,0.556,7,-13.484,1,0.0628,0.768,0.595,0.118,0.221,78.561,398093,4,58.19353,17,"No",26377
0.348,0.678,6,-10.339,1,0.045,0.0148,1.25e-05,0.147,0.936,175,150067,4,33.66051,9,"No",26378
0.644,0.0101,2,-22.5,0,0.0767,0.915,0,0.0982,0.289,84.779,224400,4,30.05039,13,"No",26379
0.477,0.905,5,-10.363,1,0.149,0.0524,0.689,0.179,0.709,157.083,447667,4,34.60255,21,"Yes",26380
0.226,0.382,0,-14.449,1,0.0281,0.748,0.0084,0.131,0.33,169.146,261467,4,34.61415,12,"Yes",26381
0.537,0.769,2,-9.581,1,0.0527,0.0109,0.0315,0.105,0.408,123.314,278573,4,107.39419,7,"No",26382
0.548,0.321,5,-17.392,0,0.0427,0.753,0.446,0.667,0.499,128.429,645560,4,61.24773,31,"No",26383
0.544,0.669,9,-8.584,1,0.0358,0.789,0.36,0.107,0.482,132.311,232253,4,19.56946,11,"No",26384
0.407,0.47,0,-8.64,1,0.037,0.755,0.0216,0.0976,0.227,138.471,188253,4,40.03619,10,"Yes",26385
0.249,0.775,11,-7.502,0,0.0455,0.000425,0.0194,0.0687,0.837,186.034,96413,4,44.96262,5,"No",26386
0.407,0.112,0,-19.489,0,0.038,0.945,0.91,0.15,0.0635,119.05,49227,4,9.40418,3,"No",26387
0.41,0.494,7,-11.676,0,0.0376,0.172,0.000142,0.144,0.554,147.231,532273,4,28.23437,28,"No",26388
0.648,0.452,5,-11.246,0,0.0314,0.267,3.36e-06,0.0921,0.463,91.974,184533,4,26.03843,10,"Yes",26389
0.257,0.646,10,-13.224,1,0.0431,0.741,0.703,0.0738,0.601,80.915,166547,4,8.36103,3,"No",26390
0.703,0.484,11,-10.212,1,0.0318,0.192,0,0.0705,0.906,100.994,225200,4,20.42716,11,"Yes",26391
0.577,0.588,7,-10.228,1,0.035,0.667,0.0239,0.375,0.822,107.022,237345,4,29.38716,10,"No",26392
0.652,0.791,9,-7.219,0,0.0761,0.223,0.435,0.0784,0.796,115.432,213200,4,42.90783,10,"Yes",26393
0.526,0.491,5,-9.816,0,0.0308,0.449,2.72e-06,0.0716,0.524,137.444,189360,4,34.73559,9,"Yes",26394
0.303,0.623,7,-14.358,1,0.0439,0.133,1.64e-05,0.11,0.798,177.646,232693,4,35.16413,9,"Yes",26395
0.302,0.272,6,-14.195,1,0.0311,0.685,3.03e-05,0.164,0.345,113.651,185933,4,28.50424,10,"Yes",26396
0.485,0.919,9,-6.555,1,0.0854,0.000208,0.031,0.0788,0.475,100.627,169449,4,44.82081,8,"No",26397
0.368,0.176,0,-16.82,1,0.0367,0.808,2.88e-06,0.0815,0.239,124.525,388733,4,43.49548,20,"No",26398
0.349,0.293,9,-13.938,0,0.0352,0.808,0.757,0.105,0.631,100.021,565440,4,24.93237,23,"No",26399
0.588,0.622,8,-11.81,1,0.0429,0.726,0.00248,0.675,0.724,139.232,153014,4,41.22291,7,"Yes",26400
0.279,0.285,4,-15.499,0,0.0345,0.239,0.000521,0.149,0.36,48.611,263853,4,20.15791,9,"No",26401
0.478,0.533,9,-9.999,1,0.033,0.0165,0.000464,0.072,0.652,109.326,243173,4,50.2276,9,"Yes",26402
0.672,0.648,1,-11.05,1,0.0282,0.485,0.000321,0.199,0.895,111.552,215973,4,43.70073,10,"Yes",26403
0.873,0.436,7,-11.062,1,0.0565,0.0592,0.00451,0.056,0.945,115.639,346960,4,33.24245,15,"No",26404
0.373,0.742,5,-9.343,1,0.0286,0.532,0.000591,0.186,0.442,134.49,241880,4,33.12046,11,"No",26405
0.447,0.236,7,-15.258,1,0.0313,0.891,0.00151,0.201,0.527,127.596,211773,4,34.22648,10,"Yes",26406
0.344,0.709,4,-9.416,0,0.0742,0.0787,4.37e-06,0.169,0.84,174.932,163333,4,44.80344,7,"No",26407
0.558,0.542,7,-11.512,1,0.0329,0.605,1.4e-06,0.153,0.557,147.029,216067,4,44.65706,9,"Yes",26408
0.546,0.41,9,-15.182,1,0.0293,0.0238,0.000107,0.103,0.689,85.025,183893,4,29.88182,12,"Yes",26409
0.336,0.875,1,-6.289,1,0.0912,0.0788,0.000884,0.0934,0.0683,116.828,281173,4,31.33031,8,"No",26410
0.394,0.921,5,-4.282,0,0.141,0.00181,0.000365,0.948,0.519,114.416,304333,4,21.72883,16,"Yes",26411
0.397,0.541,5,-12.509,1,0.0326,0.341,0,0.935,0.543,110.269,151171,1,22.06036,6,"Yes",26412
0.4,0.618,10,-8.291,1,0.0538,0.472,0.00635,0.333,0.222,117.346,170853,4,28.67843,11,"No",26413
0.231,0.445,0,-11.42,1,0.0316,0.78,0.912,0.0788,0.077,172.74,311067,4,39.44431,9,"No",26414
0.275,0.432,9,-11.952,1,0.0263,0.569,0.0799,0.174,0.386,167.83,261907,4,29.77765,12,"Yes",26415
0.37,0.422,8,-9.744,0,0.0836,0.943,0.0166,0.373,0.306,173.503,280507,4,36.59494,20,"No",26416
0.127,0.142,2,-20.748,1,0.041,0.766,0.846,0.0958,0.124,69.41,108560,4,73.02721,5,"No",26417
0.692,0.645,9,-6.029,1,0.0321,0.35,0.000407,0.108,0.84,109.743,182080,4,54.08132,7,"Yes",26418
0.477,0.697,0,-7.878,1,0.0387,0.403,0.262,0.311,0.832,130.365,249027,4,22.01909,13,"Yes",26419
0.359,0.522,2,-10.434,1,0.0584,0.077,0.000127,0.299,0.712,202.446,233800,4,19.00493,11,"Yes",26420
0.41,0.679,8,-11.179,1,0.0456,0.426,0.149,0.163,0.887,119.069,286400,4,55.06394,12,"No",26421
0.768,0.213,6,-15.507,0,0.0511,0.687,3.34e-05,0.0998,0.401,129.631,158960,4,34.26162,9,"No",26422
0.78,0.491,7,-13.934,1,0.0351,0.00719,1.8e-05,0.0677,0.843,124.238,251427,4,29.76228,11,"Yes",26423
0.333,0.44,2,-10.869,1,0.033,0.277,0.147,0.0755,0.382,78.229,400853,4,52.35969,17,"No",26424
0.588,0.683,11,-6.843,0,0.0398,0.234,1.31e-05,0.249,0.596,123.954,228067,4,55.86735,8,"Yes",26425
0.594,0.216,7,-13.548,1,0.0293,0.967,0.0604,0.119,0.608,76.496,257107,4,21.88448,13,"No",26426
0.353,0.492,7,-11.74,1,0.032,0.121,0.00131,0.426,0.606,152.945,312093,4,26.83352,11,"Yes",26427
0.777,0.793,5,-7.462,0,0.064,0.304,0.872,0.0798,0.841,130.396,245058,4,46.0192,9,"No",26428
0.829,0.248,5,-16.94,1,0.169,0.531,0,0.0732,0.786,121.444,177733,4,73.62519,8,"Yes",26429
0.447,0.569,9,-12.339,1,0.0318,1.83e-06,0.0666,0.0535,0.338,131.946,470360,4,61.28345,22,"No",26430
0.731,0.918,0,-6.627,0,0.0438,0.00771,5.52e-05,0.126,0.851,120.398,219067,4,25.35415,10,"Yes",26431
0.559,0.509,10,-10.494,1,0.0286,0.792,0,0.169,0.809,142.759,210040,4,35.47714,9,"Yes",26432
0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,4,39.72833,12,"Yes",26433
0.629,0.356,4,-11.135,1,0.0246,0.66,0.000617,0.173,0.472,83.886,192200,4,28.63886,10,"Yes",26434
0.493,0.311,2,-14.893,1,0.0385,0.223,6.79e-05,0.131,0.149,82.728,226793,4,47.6048,10,"No",26435
0.458,0.015,4,-24.575,1,0.0577,0.973,0.00369,0.0995,0.247,179.599,338773,3,147.81905,16,"No",26436
0.778,0.592,2,-5.394,1,0.0309,0.342,0,0.0706,0.916,118.291,155600,4,31.95747,9,"No",26437
0.581,0.0711,10,-16.115,1,0.035,0.931,0,0.108,0.426,104.222,195240,4,48.76926,11,"No",26438
0.622,0.609,4,-8.996,1,0.0292,0.246,7.02e-05,0.618,0.743,124.671,243573,4,19.84664,12,"No",26439
0.397,0.687,5,-7.11,1,0.0311,0.109,0.000739,0.112,0.385,101.822,191053,4,29.55248,12,"Yes",26440
0.48,0.818,7,-8.361,1,0.101,0.462,0,0.365,0.794,157.276,190507,4,48.472,8,"Yes",26441
0.326,0.341,6,-17.289,1,0.0367,0.935,0.916,0.114,0.141,77.739,370200,4,73.13655,14,"No",26442
0.502,0.279,5,-13.301,1,0.0269,0.666,0,0.121,0.33,97.966,227267,4,51.02465,12,"Yes",26443
0.438,0.803,2,-6.024,1,0.0363,0.00173,6.34e-05,0.141,0.5,155.008,217130,4,58.81201,10,"Yes",26444
0.541,0.934,2,-6.533,1,0.15,0.562,0.0867,0.372,0.459,113.892,182400,4,94.45664,6,"No",26445
0.397,0.425,5,-8.693,1,0.0242,0.866,0,0.125,0.272,84.222,183387,1,37.77807,9,"Yes",26446
0.6,0.673,0,-8.399,0,0.0391,0.618,0.00143,0.302,0.908,163.105,306624,4,49.38183,10,"No",26447
0.635,0.661,5,-7.848,0,0.0471,0.26,1.01e-05,0.0906,0.857,108.975,232667,4,42.38592,10,"Yes",26448
0.339,0.742,0,-13.071,1,0.402,0.688,0.00122,0.405,0.416,128.996,57693,3,16.91522,3,"No",26449
0.556,0.878,11,-8.111,1,0.0833,0.17,0.00629,0.0547,0.904,161.445,148493,4,29.51053,9,"No",26450
0.497,0.0385,7,-24.189,1,0.0493,0.954,0.0144,0.136,0.7,132.415,164043,4,36.33614,9,"No",26451
0.851,0.366,8,-13.164,0,0.0394,0.339,0.0134,0.0834,0.955,109.261,439107,4,89.2385,13,"Yes",26452
0.443,0.455,10,-13.922,0,0.0647,0.321,0,0.124,0.677,152.105,248400,4,41.13577,12,"No",26453
0.704,0.561,7,-7.177,1,0.033,0.845,7.65e-06,0.108,0.773,124.861,397493,4,51.51161,12,"No",26454
0.523,0.689,0,-9.04,1,0.107,0.209,0.877,0.105,0.594,155.462,182760,4,48.15724,8,"No",26455
0.155,0.226,2,-10.564,0,0.0333,0.331,0.124,0.346,0.0744,61.018,258573,4,35.07576,15,"No",26456
0.626,0.971,5,-4.205,1,0.198,0.0934,0,0.0567,0.554,106.325,179840,4,53.94389,7,"Yes",26457
0.417,0.425,4,-11.689,1,0.062,0.0418,1.31e-05,0.0897,0.498,134.917,413347,4,33.87929,13,"Yes",26458
0.536,0.65,3,-6.963,0,0.0328,0.0324,0.0295,0.113,0.762,83.524,404267,4,29.04677,14,"Yes",26459
0.509,0.396,5,-17.181,0,0.0594,0.569,0.0294,0.122,0.705,140.507,340533,4,30.71241,15,"No",26460
0.604,0.106,0,-18.492,1,0.067,0.982,0.788,0.109,0.39,132.581,122520,3,48.9696,6,"No",26461
0.499,0.731,0,-6.418,0,0.0379,0.126,0.0151,0.0976,0.767,127.843,315200,4,44.0521,13,"Yes",26462
0.401,0.907,11,-11.422,0,0.0679,0.524,0,0.48,0.317,90.302,129173,4,24.20065,8,"No",26463
0.673,0.893,10,-6.468,1,0.108,0.129,0,0.0456,0.853,143.373,188267,4,45.3407,9,"No",26464
0.455,0.391,4,-12.343,1,0.0342,0.157,0.000599,0.16,0.41,125.171,243184,4,64.69092,9,"No",26465
0.279,0.346,7,-12.609,1,0.0444,0.235,0,0.0798,0.309,162.504,191227,4,25.92405,8,"No",26466
0.478,0.441,2,-11.19,1,0.0405,0.767,0.812,0.0722,0.0629,145.432,179640,4,30.7382,9,"No",26467
0.676,0.852,2,-6.792,1,0.0364,0.331,0,0.0683,0.697,119.814,251840,4,31.34271,14,"Yes",26468
0.466,0.548,0,-8.321,1,0.0252,0.0928,0,0.293,0.439,109.965,237973,4,54.97598,10,"Yes",26469
0.361,0.768,7,-12.844,1,0.0474,8.75e-05,0.762,0.0902,0.582,126.853,222093,4,49.95549,12,"No",26470
0.715,0.827,1,-8.555,1,0.0369,0.14,0.176,0.243,0.901,116.213,250867,4,29.78073,15,"Yes",26471
0.435,0.385,4,-14.478,1,0.0385,0.575,0.000319,0.483,0.316,63.103,202733,4,64.5118,10,"Yes",26472
0.511,0.504,0,-12.07,1,0.0528,0.291,1.5e-06,0.169,0.485,121.418,187733,4,36.74285,8,"Yes",26473
0.442,0.37,1,-7.983,0,0.032,0.524,0,0.0999,0.645,94.092,200667,4,16.87659,10,"No",26474
0.599,0.0589,4,-16.276,1,0.0633,0.935,9.29e-06,0.0781,0.37,87.82,168020,4,61.98397,6,"No",26475
0.518,0.784,7,-8.928,1,0.125,0.635,0,0.424,0.925,164.028,168067,4,27.12717,9,"Yes",26476
0.521,0.686,4,-15.63,0,0.0638,0.222,0.00363,0.164,0.724,112.86,311773,4,55.16636,10,"No",26477
0.663,0.848,9,-9.652,1,0.0439,0.0681,0,0.114,0.743,123.926,145573,4,24.14664,8,"Yes",26478
0.309,0.415,2,-11.441,0,0.0342,0.768,0,0.345,0.238,170.85,187360,3,27.07127,8,"Yes",26479
0.457,0.482,2,-14.694,0,0.0286,0.296,0.000669,0.109,0.787,96.138,177000,4,31.56963,10,"No",26480
0.666,0.648,4,-7.019,0,0.0288,0.0104,1.68e-06,0.0548,0.742,117.612,239867,4,43.65765,12,"Yes",26481
0.822,0.865,0,-8.387,1,0.0834,0.0273,0.409,0.0313,0.904,117.151,584149,4,113.15075,17,"Yes",26482
0.585,0.596,4,-10.436,1,0.0326,0.702,0,0.319,0.945,94.047,215547,4,84.75496,7,"No",26483
0.376,0.584,0,-9.108,1,0.127,0.217,0.872,0.0679,0.575,180.266,311400,3,34.2417,15,"No",26484
0.243,0.0822,5,-20.296,1,0.0336,0.964,0.743,0.105,0.0367,94.746,85707,4,23.56736,5,"No",26485
0.59,0.416,7,-15.297,1,0.316,0.574,0,0.0486,0.905,115.241,255680,4,32.47265,12,"No",26486
0.298,0.302,7,-13.12,1,0.0359,0.797,0.247,0.218,0.0314,123.467,1112000,3,18.37952,46,"No",26487
0.387,0.531,1,-9.801,1,0.0311,0.666,2.01e-06,0.187,0.506,93.339,267333,4,44.04614,12,"Yes",26488
0.572,0.758,0,-8.094,1,0.116,0.631,0.000166,0.496,0.92,97.104,278440,4,34.71281,9,"Yes",26489
0.523,0.459,7,-12.291,1,0.262,0.939,0.428,0.908,0.399,74.365,122067,4,93.70318,3,"No",26490
0.397,0.598,8,-4.989,0,0.0302,0.644,1.28e-06,0.231,0.409,132.925,237320,4,33.45728,11,"No",26491
0.691,0.706,1,-5.983,0,0.115,0.27,0,0.272,0.892,169.724,203080,4,29.73612,8,"Yes",26492
0.527,0.687,2,-9.764,1,0.0541,0.0341,0.000633,0.07,0.672,133.465,323733,4,46.99567,14,"Yes",26493
0.338,0.261,10,-17.124,1,0.042,0.599,0.299,0.115,0.443,126.703,127933,4,51.79701,6,"No",26494
0.546,0.385,10,-8.294,1,0.0279,0.666,0.00278,0.156,0.392,87.033,186227,4,37.50988,10,"No",26495
0.338,0.175,2,-17.104,1,0.0319,0.125,8.8e-05,0.108,0.201,152.604,287267,3,65.2007,12,"Yes",26496
0.674,0.795,7,-7.461,1,0.0424,0.517,0,0.0673,0.876,147.959,181160,4,36.88809,11,"Yes",26497
0.475,0.113,2,-19.489,1,0.0437,0.876,0,0.133,0.435,178.098,180040,3,41.00796,9,"No",26498
0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,149240,4,21.2272,10,"Yes",26499
0.496,0.451,9,-5.563,1,0.0278,0.82,0.000119,0.0597,0.455,100.296,171640,4,20.71726,9,"No",26500
0.497,0.831,5,-4.802,0,0.0671,0.532,0.119,0.683,0.726,121.31,580973,4,41.91831,23,"No",26501
0.512,0.38,5,-16.107,1,0.041,0.674,0.2,0.0757,0.82,121.691,174293,4,89.08297,6,"No",26502
0.599,0.663,10,-8.651,1,0.026,0.386,8.31e-05,0.19,0.779,102.734,172640,4,24.54533,12,"No",26503
0.6,0.326,9,-19.174,0,0.0303,0.399,0.242,0.101,0.606,88.026,221173,4,100.29114,8,"No",26504
0.743,0.608,7,-11.157,1,0.0595,0.178,3.57e-06,0.3,0.944,136.078,144744,4,53.13745,6,"Yes",26505
0.584,0.791,0,-6.648,1,0.0453,0.124,0,0.0781,0.782,148.413,173640,4,15.67796,12,"Yes",26506
0.272,0.073,2,-22.712,1,0.0482,0.96,0.0116,0.121,0.123,145.142,175173,4,23.0525,9,"No",26507
0.332,0.389,10,-12.873,1,0.0353,0.549,0.000324,0.435,0.27,141.298,272733,4,27.38615,8,"No",26508
0.225,0.0338,5,-38.201,0,0.0479,0.74,0.0209,0.0591,0.593,96.529,134533,3,26.99815,4,"No",26509
0.595,0.723,5,-4.495,0,0.0302,0.00101,0.345,0.153,0.672,116.112,216880,4,34.44984,8,"No",26510
0.699,0.596,11,-13.311,1,0.163,0.953,0.27,0.0905,0.675,86.584,206425,4,26.69195,9,"No",26511
0.41,0.0654,5,-28.754,1,0.0442,0.724,0.85,0.0946,0.135,70.144,180002,4,32.31017,9,"No",26512
0.364,0.204,2,-15.868,1,0.0349,0.991,0.945,0.081,0.0367,133.206,256113,4,31.2893,12,"No",26513
0.651,0.648,9,-7.44,1,0.0346,0.167,1.7e-05,0.192,0.868,97.017,225667,4,90.69126,7,"Yes",26514
0.156,0.847,11,-8.157,0,0.0704,0.000157,1.85e-05,0.17,0.565,194.156,127707,4,15.78422,7,"No",26515
0.74,0.685,0,-5.459,1,0.0399,0.467,4.61e-06,0.0711,0.964,86.744,233547,4,33.38146,11,"No",26516
0.429,0.668,4,-7.539,0,0.044,0.208,0,0.538,0.398,77.737,211067,4,27.83385,9,"Yes",26517
0.668,0.675,0,-10.485,1,0.0317,0.523,0.0911,0.355,0.966,124.375,187067,4,22.17944,11,"Yes",26518
0.552,0.325,9,-14.908,1,0.0284,0.259,1.27e-05,0.453,0.736,111.937,194893,4,25.2589,8,"Yes",26519
0.753,0.682,9,-15.99,1,0.0424,0.000618,0.0894,0.0838,0.445,104.8,380440,4,36.83617,19,"Yes",26520
0.711,0.327,8,-13.845,1,0.0778,0.766,1.44e-05,0.0542,0.77,78.703,143000,4,77.45623,4,"No",26521
0.468,0.888,0,-5.32,1,0.0854,0.211,0.000798,0.704,0.83,153.591,284547,4,41.19886,10,"Yes",26522
0.535,0.76,10,-6.779,1,0.0462,0.444,0,0.0681,0.81,133.038,177800,4,33.06151,9,"Yes",26523
0.713,0.569,0,-12.872,1,0.0298,0.00296,2.46e-05,0.0729,0.648,111.663,254400,4,51.23695,14,"Yes",26524
0.806,0.677,0,-6.767,0,0.109,0.229,0,0.0988,0.969,140.092,236133,4,28.31237,13,"No",26525
0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4,30.89505,13,"Yes",26526
0.234,0.41,10,-10.177,1,0.028,0.165,0.000431,0.356,0.211,169.204,192937,3,30.98533,14,"Yes",26527
0.71,0.404,11,-10.191,1,0.0382,0.476,0,0.111,0.957,127.641,235773,4,57.76336,9,"No",26528
0.357,0.608,0,-9.643,0,0.0438,0.398,0,0.195,0.538,83.356,224187,4,23.28063,12,"Yes",26529
0.512,0.391,3,-15.623,1,0.606,0.9,0,0.38,0.422,78.494,215053,5,67.86748,12,"No",26530
0.61,0.336,2,-13.374,1,0.0534,0.384,0.0293,0.0918,0.315,117.616,478227,3,43.99166,26,"No",26531
0.592,0.61,9,-8.777,0,0.168,0.146,3.63e-05,0.252,0.632,168.238,172160,4,30.4401,11,"Yes",26532
0.485,0.343,7,-13.36,1,0.0534,0.592,1.33e-05,0.0763,0.314,122.785,398373,4,47.34892,17,"Yes",26533
0.423,0.367,0,-14.156,1,0.0336,0.943,0.579,0.228,0.293,130.495,281809,4,26.77842,12,"No",26534
0.58,0.691,11,-8.709,0,0.0317,0.505,0.000115,0.393,0.832,90.63,208053,4,39.54082,11,"Yes",26535
0.364,0.126,7,-18.071,1,0.0286,0.862,0.000203,0.0969,0.43,90.429,189427,4,45.46859,13,"Yes",26536
0.601,0.774,7,-6.059,1,0.0299,0.0508,3.21e-05,0.136,0.586,112.238,280333,4,36.26409,17,"Yes",26537
0.483,0.429,7,-12.763,1,0.0314,0.484,1.56e-05,0.134,0.558,138.16,247373,4,32.91411,11,"No",26538
0.428,0.667,1,-6.873,1,0.071,0.333,0,0.645,0.646,141.437,182600,4,53.2452,9,"Yes",26539
0.372,0.681,2,-11.645,0,0.0417,0.0155,7.98e-06,0.302,0.524,121.25,259427,4,46.46892,13,"No",26540
0.323,0.471,8,-15.578,1,0.0335,0.536,0.912,0.333,0.133,111.803,181693,4,31.17006,8,"No",26541
0.392,0.472,8,-9.499,1,0.0257,0.415,1.68e-05,0.892,0.808,78.93,247907,4,65.58622,12,"Yes",26542
0.49,0.482,1,-11.503,1,0.0586,0.338,0,0.3,0.75,84.357,229973,4,51.58517,12,"No",26543
0.662,0.451,0,-5.981,1,0.03,0.374,0.477,0.138,0.778,125.935,149907,4,31.915,7,"No",26544
0.288,0.487,4,-13.462,0,0.0472,0.203,0.77,0.24,0.0622,124.484,416667,4,54.72297,15,"No",26545
0.62,0.571,9,-6.702,1,0.103,0.665,1.73e-06,0.0596,0.925,115.9,297424,4,40.41605,11,"No",26546
0.532,0.487,5,-7.772,1,0.0397,0.459,0,0.156,0.621,88.395,161240,4,36.58004,5,"No",26547
0.305,0.849,9,-4.892,1,0.0999,0.548,0.000134,0.0995,0.555,134.287,205347,4,32.03059,9,"Yes",26548
0.55,0.603,9,-9.913,1,0.0319,0.736,0.0175,0.23,0.904,157.523,232600,4,25.95951,13,"Yes",26549
0.507,0.621,7,-11.99,1,0.0333,0.445,0.0148,0.239,0.765,95.842,207800,4,35.6036,9,"Yes",26550
0.142,0.52,10,-16.886,1,0.0495,0.995,0.8,0.105,0.0173,169.209,34707,4,0,2,"No",26551
0.325,0.176,5,-11.976,1,0.0365,0.94,0.000162,0.131,0.179,101.302,186466,3,16.80462,12,"No",26552
0.558,0.124,4,-18.538,0,0.0359,0.851,0.00019,0.189,0.243,129.258,183320,4,55.1884,8,"No",26553
0.652,0.269,11,-11.629,0,0.0568,0.963,0.369,0.0907,0.362,79.845,172053,4,27.47756,10,"No",26554
0.436,0.319,0,-20.008,1,0.0716,0.921,0.00166,0.192,0.136,164.51,338600,5,56.91646,14,"No",26555
0.652,0.675,9,-10.844,0,0.0468,0.0895,1.07e-06,0.254,0.976,92.077,236107,4,23.01324,10,"Yes",26556
0.592,0.405,5,-12.874,1,0.0359,0.0457,0.823,0.106,0.736,139.641,209507,4,26.93456,12,"No",26557
0.487,0.799,2,-7.605,1,0.0856,0.208,0.447,0.0677,0.566,68.481,200307,4,123.87801,6,"No",26558
0.267,0.937,0,-8.789,1,0.0674,4.66e-06,0.112,0.144,0.437,155.975,186747,4,35.12285,10,"No",26559
0.517,0.128,8,-16.678,1,0.0491,0.83,0.0381,0.089,0.233,82.987,326493,4,38.56879,17,"No",26560
0.417,0.792,0,-10.47,1,0.0678,0.0944,0.00585,0.354,0.632,106.395,255227,4,89.94505,7,"Yes",26561
0.667,0.49,11,-11.875,0,0.0323,0.504,0.00092,0.11,0.811,105.089,266333,4,41.3228,11,"Yes",26562
0.684,0.17,5,-28.546,0,0.0425,0.966,0.908,0.0917,0.946,142.6,129289,4,55.75462,6,"No",26563
0.19,0.963,7,-4.493,1,0.148,0.00581,0,0.114,0.296,174.412,182360,4,97.73011,5,"No",26564
0.69,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.918,254560,4,21.60505,11,"Yes",26565
0.411,0.248,2,-14.543,1,0.0349,0.934,0.709,0.161,0.349,187.334,191440,4,30.92298,12,"Yes",26566
0.412,0.376,7,-12.328,1,0.0337,0.568,0.525,0.0976,0.397,65.241,461840,4,26.60811,18,"No",26567
0.736,0.3,4,-12.464,0,0.0759,0.795,1.96e-05,0.0701,0.732,153.691,181000,4,27.02553,9,"Yes",26568
0.631,0.746,7,-5.439,1,0.0277,0.451,0,0.424,0.93,108.875,182533,4,19.34026,9,"Yes",26569
0.344,0.57,7,-12.621,1,0.0447,0.0236,0.0333,0.0666,0.746,177.491,195293,4,28.55945,11,"Yes",26570
0.387,0.717,5,-7.609,1,0.0277,0.0165,0.0017,0.0651,0.692,137.351,224128,4,59.35091,11,"No",26571
0.563,0.564,5,-7.19,0,0.0746,0.386,0,0.149,0.841,85.961,128973,4,47.40687,5,"No",26572
